"","x"
"1",48
"2",91
"3",153
"4",308
"5",313
"6",343
"7",379
"8",447
"9",471
"10",670
"11",676
"12",761
"13",903
"14",964
"15",1045
"16",1047
"17",1079
"18",1080
"19",1115
"20",1123
"21",1132
"22",1177
"23",1198
"24",1388
"25",1485
"26",1547
"27",1576
"28",1691
"29",1702
"30",1775
"31",1869
"32",1919
"33",1925
"34",1929
"35",2018
"36",2102
"37",2127
"38",2136
"39",2160
"40",2165
"41",2280
"42",2322
"43",2430
"44",2440
"45",2463
"46",2479
"47",2627
"48",2770
"49",2911
"50",2914
"51",2927
"52",2956
"53",2965
"54",3377
"55",3390
"56",3573
"57",3597
"58",3608
"59",3614
"60",3619
"61",3702
"62",3893
"63",3904
"64",3931
"65",3939
"66",3951
"67",4060
"68",4220
"69",4243
"70",4291
"71",4324
"72",4354
"73",4395
"74",4402
"75",4714
"76",4723
"77",4724
"78",4728
"79",4778
"80",4785
"81",4885
"82",5014
"83",5066
"84",5104
"85",5176
"86",5249
"87",5391
"88",5430
"89",5441
"90",5480
"91",5531
"92",5582
"93",5585
"94",5608
"95",5721
"96",5756
"97",5777
"98",5780
"99",5793
"100",5814
"101",5860
"102",5910
"103",6100
"104",6127
"105",6130
"106",6150
"107",6162
"108",6212
"109",6234
"110",6264
"111",6273
"112",6274
"113",6405
"114",6593
"115",6614
"116",6615
"117",6618
"118",6654
"119",6656
"120",6663
"121",6909
"122",6932
"123",6942
"124",7001
"125",7051
"126",7061
"127",7231
"128",7236
"129",7264
"130",7266
"131",7269
"132",7309
"133",7322
"134",7343
"135",7360
"136",7361
"137",7484
"138",7514
"139",7548
"140",7558
"141",7704
"142",7890
"143",7908
"144",8004
"145",8013
"146",8019
"147",8046
"148",8061
"149",8087
"150",8144
"151",8341
"152",8375
"153",8383
"154",8473
"155",8501
"156",8526
"157",8718
"158",8768
"159",8771
"160",8777
"161",8783
"162",8829
"163",8840
"164",8844
"165",8871
"166",9054
"167",9082
"168",9085
"169",9107
"170",9176
"171",9317
"172",9389
"173",9439
"174",9449
"175",9453
"176",9459
"177",9549
"178",9688
"179",9776
"180",9780
"181",9782
"182",9795
"183",9808
"184",9823
"185",9851
"186",9859
"187",9891
"188",9961
"189",10005
"190",10064
"191",10188
"192",10206
"193",10277
"194",10278
"195",10345
"196",10611
"197",10631
"198",10688
"199",10720
"200",10731
"201",10740
"202",10819
"203",10820
"204",10844
"205",10851
"206",10951
"207",11298
"208",11304
"209",11316
"210",11344
"211",11383
"212",11602
"213",11684
"214",11690
"215",11945
"216",12027
"217",12069
"218",12082
"219",12134
"220",12327
"221",12354
"222",12356
"223",12398
"224",12402
"225",12451
"226",12460
"227",12551
"228",12732
"229",12754
"230",12761
"231",12868
"232",13032
"233",13072
"234",13092
"235",13113
"236",13153
"237",13154
"238",13250
"239",13266
"240",13369
"241",13443
"242",13452
"243",13740
"244",13818
"245",13820
"246",13833
"247",14017
"248",14165
"249",14177
"250",14189
"251",14200
"252",14210
"253",14295
"254",14305
"255",14311
"256",14323
"257",14336
"258",14348
"259",14439
"260",14453
"261",14456
"262",14569
"263",14578
"264",14607
"265",14663
"266",14706
"267",14801
"268",14895
"269",14899
"270",14905
"271",14920
"272",14955
